transaction_id,customer_id,transaction_amount,payment_status,failure_reason,payment_method,successful_payments,failed_payments,total_customer_spend,average_order_value,previous_recovery_attempts,previous_recovery_success,days_since_last_purchase,customer_tenure_days,recovered
txn_10654,cust_6812,5084.78,failed,authentication_failed,upi,34,4,129424.74,3806.61,0,0,388,416,1
txn_97892,cust_5516,11740.5,failed,insufficient_funds,netbanking,12,7,57183.240000000005,4765.27,1,0,255,936,1
txn_41390,cust_7479,574.18,failed,insufficient_funds,debit_card,47,1,24668.420000000002,524.86,0,0,244,357,1
txn_37105,cust_1098,23388.09,failed,suspected_fraud,netbanking,13,6,18853.64,1450.28,0,0,71,368,0
txn_95092,cust_2223,23238.62,failed,insufficient_funds,upi,14,5,28780.079999999998,2055.72,1,0,522,678,1
txn_39475,cust_4985,24416.61,failed,insufficient_funds,upi,8,5,7881.76,985.22,2,1,63,963,1
txn_44765,cust_9417,9874.19,failed,expired_card,debit_card,27,4,42380.55,1569.65,1,0,167,207,0
txn_94335,cust_8952,23850.93,failed,network_error,debit_card,38,1,66911.54,1760.83,2,1,132,758,1
txn_28646,cust_1835,233.46,failed,expired_card,debit_card,46,8,74635.46,1622.5100000000002,2,1,951,991,0
txn_45919,cust_7617,13427.08,failed,expired_card,debit_card,29,4,110459.54999999999,3808.95,0,0,342,464,0
txn_48523,cust_9945,1765.41,failed,card_declined,debit_card,43,7,37685.2,876.4,2,2,668,863,1
txn_69342,cust_8060,12593.62,failed,network_error,debit_card,17,4,26511.67,1559.51,2,0,44,45,1
txn_72580,cust_7571,8351.6,failed,authentication_failed,credit_card,31,9,30314.899999999998,977.9,0,0,394,778,0
txn_44235,cust_9154,17655.1,failed,card_declined,credit_card,38,5,146404.88,3852.76,0,0,777,881,1
txn_25032,cust_4129,4760.41,failed,card_declined,netbanking,18,4,51362.64,2853.48,0,0,78,171,1
txn_49132,cust_1445,19810.23,failed,authentication_failed,credit_card,5,9,22401.350000000002,4480.27,1,0,21,95,1
txn_84710,cust_5175,1310.16,failed,card_declined,upi,20,2,33784.2,1689.2099999999998,0,0,19,517,1
txn_29881,cust_2410,14484.62,failed,insufficient_funds,credit_card,44,6,18176.84,413.11,0,0,184,639,0
txn_48258,cust_7102,6504.84,failed,insufficient_funds,upi,1,3,4747.01,4747.01,2,1,191,509,1
txn_25123,cust_1314,19715.61,failed,insufficient_funds,debit_card,35,3,129237.15,3692.49,2,1,373,574,0
txn_81206,cust_9134,10170.85,failed,insufficient_funds,netbanking,29,4,88621.1,3055.9,0,0,196,709,1
txn_61012,cust_5109,12903.42,failed,authentication_failed,debit_card,29,8,119022.95999999999,4104.24,2,0,335,529,0
txn_44812,cust_1919,12870.97,failed,suspected_fraud,credit_card,0,5,0.0,0.0,0,0,522,660,0
txn_72559,cust_2850,16225.02,failed,card_declined,debit_card,31,2,102495.3,3306.3,0,0,82,942,0
txn_97201,cust_2502,9332.49,failed,insufficient_funds,debit_card,8,9,10364.64,1295.58,2,2,35,511,1
txn_84755,cust_6517,20944.37,failed,insufficient_funds,upi,42,6,59101.560000000005,1407.18,0,0,166,194,1
txn_89872,cust_8630,18695.07,failed,insufficient_funds,netbanking,49,6,188302.1,3842.9,2,1,450,620,1
txn_86102,cust_3064,17047.99,failed,expired_card,debit_card,38,7,5246.28,138.06,1,1,45,503,0
txn_18609,cust_9061,21048.47,failed,insufficient_funds,upi,2,3,1511.02,755.51,1,0,67,416,1
txn_85020,cust_9879,13642.79,failed,insufficient_funds,credit_card,5,3,10573.050000000001,2114.61,1,0,277,529,1
txn_26535,cust_4587,23868.93,failed,network_error,credit_card,47,6,87299.68000000001,1857.44,0,0,40,168,1
txn_73749,cust_1845,17196.5,failed,insufficient_funds,credit_card,12,4,14479.32,1206.61,2,2,474,770,1
txn_18418,cust_3486,20411.5,failed,authentication_failed,netbanking,38,9,23242.32,611.64,0,0,268,615,1
txn_98416,cust_6065,9949.89,failed,card_declined,debit_card,2,8,3471.02,1735.51,2,1,117,547,1
txn_64387,cust_4945,12992.76,failed,insufficient_funds,credit_card,44,2,204832.31999999998,4655.28,2,0,738,839,1
txn_70102,cust_7539,7483.98,failed,card_declined,credit_card,26,6,41049.32,1578.82,1,1,601,919,1
txn_36183,cust_4932,14454.97,failed,expired_card,debit_card,4,7,16545.44,4136.36,1,0,37,239,0
txn_25994,cust_5777,17306.5,failed,suspected_fraud,credit_card,37,3,92272.82,2493.86,1,1,681,822,0
txn_95366,cust_6956,10920.02,failed,insufficient_funds,upi,26,7,19883.24,764.74,0,0,187,189,1
txn_35563,cust_5566,15278.88,failed,network_error,upi,18,9,84033.18000000001,4668.51,1,0,179,351,1
txn_23303,cust_8170,7014.31,failed,authentication_failed,credit_card,10,1,41982.600000000006,4198.26,2,1,46,442,1
txn_72574,cust_5042,16175.43,failed,expired_card,credit_card,27,7,104289.93000000001,3862.59,2,1,596,671,1
txn_22161,cust_2074,20668.44,failed,expired_card,debit_card,8,2,18974.0,2371.75,1,0,415,581,1
txn_75584,cust_1501,8488.86,failed,authentication_failed,netbanking,45,5,150522.3,3344.9399999999996,1,0,236,389,1
txn_98719,cust_5366,1042.94,failed,card_declined,upi,12,8,59004.240000000005,4917.02,2,0,834,863,1
txn_21353,cust_4749,6154.14,failed,card_declined,upi,7,8,16002.91,2286.13,2,1,533,907,0
txn_98916,cust_2982,19012.87,failed,insufficient_funds,upi,49,9,131444.95,2682.55,0,0,15,31,1
txn_34143,cust_5597,21746.93,failed,insufficient_funds,debit_card,22,9,92789.62,4217.71,1,1,432,839,1
txn_86000,cust_5468,13557.0,failed,insufficient_funds,netbanking,25,3,34399.5,1375.98,2,0,389,973,0
txn_76617,cust_1282,3289.93,failed,expired_card,upi,22,4,39207.740000000005,1782.1700000000003,0,0,67,129,1
txn_43332,cust_9505,19547.48,failed,expired_card,upi,21,5,53264.82,2536.42,0,0,193,204,1
txn_39299,cust_7016,23850.72,failed,insufficient_funds,upi,10,8,12533.800000000001,1253.38,0,0,449,823,1
txn_30002,cust_6577,24403.35,failed,insufficient_funds,credit_card,16,3,19857.76,1241.11,2,0,115,571,0
txn_74994,cust_6956,4177.23,failed,insufficient_funds,netbanking,41,2,117526.91,2866.51,2,2,259,297,1
txn_21801,cust_3096,4956.85,failed,authentication_failed,credit_card,6,4,16642.68,2773.78,0,0,676,895,0
txn_62224,cust_2356,11753.04,failed,insufficient_funds,upi,24,3,95959.92,3998.33,2,1,24,36,1
txn_73668,cust_6491,13647.31,failed,insufficient_funds,credit_card,49,9,92752.59000000001,1892.9100000000003,1,0,100,466,1
txn_89910,cust_2582,2614.07,failed,insufficient_funds,debit_card,30,3,125361.6,4178.72,1,0,101,188,1
txn_43005,cust_5271,11702.1,failed,expired_card,credit_card,46,3,184594.32,4012.92,2,0,211,954,0
txn_64659,cust_8823,15784.35,failed,card_declined,debit_card,4,1,2327.56,581.89,1,0,849,867,1
txn_30104,cust_9553,15621.63,failed,card_declined,upi,28,2,101728.76000000001,3633.1700000000005,2,1,157,574,1
txn_46784,cust_6560,20583.94,failed,insufficient_funds,debit_card,41,6,7497.67,182.87,1,1,255,626,1
txn_74824,cust_5207,5325.21,failed,insufficient_funds,debit_card,36,8,92307.24,2564.09,0,0,69,92,0
txn_19247,cust_7792,18372.03,failed,card_declined,credit_card,2,9,2754.48,1377.24,0,0,26,29,0
txn_54722,cust_5675,4205.14,failed,authentication_failed,upi,1,6,377.47,377.47,2,2,130,393,0
txn_93565,cust_9012,12104.21,failed,insufficient_funds,debit_card,42,9,159135.9,3788.95,1,0,767,824,1
txn_46674,cust_8734,24905.8,failed,card_declined,upi,5,1,22221.6,4444.32,0,0,484,565,1
txn_12147,cust_8129,2384.31,failed,insufficient_funds,upi,29,2,51962.2,1791.8,0,0,542,699,1
txn_45694,cust_5920,23995.66,failed,network_error,upi,10,8,34799.8,3479.9800000000005,2,1,27,773,1
txn_82361,cust_9113,18776.08,failed,expired_card,credit_card,18,1,22352.22,1241.79,2,2,26,229,1
txn_49643,cust_6191,1779.23,failed,card_declined,debit_card,12,1,33024.840000000004,2752.07,0,0,747,975,0
txn_75305,cust_9989,9000.63,failed,authentication_failed,debit_card,48,6,73243.20000000001,1525.9000000000003,1,1,50,961,1
txn_15544,cust_5753,12334.56,failed,insufficient_funds,debit_card,5,6,11848.4,2369.68,1,0,652,925,0
txn_81318,cust_6682,11439.9,failed,insufficient_funds,netbanking,40,5,63269.6,1581.74,0,0,79,725,1
txn_55836,cust_8064,23342.83,failed,authentication_failed,credit_card,41,8,175902.71000000002,4290.31,2,0,67,131,0
txn_56451,cust_1328,24057.21,failed,authentication_failed,credit_card,4,1,13599.04,3399.76,2,0,210,452,0
txn_60468,cust_6249,6244.77,failed,authentication_failed,credit_card,10,7,40226.3,4022.63,0,0,143,356,0
txn_23503,cust_3024,17575.01,failed,insufficient_funds,credit_card,37,3,77659.3,2098.9,0,0,195,834,1
txn_91218,cust_2460,15845.47,failed,network_error,debit_card,0,5,0.0,0.0,2,1,44,149,1
txn_78222,cust_2040,17245.08,failed,insufficient_funds,credit_card,11,2,11929.17,1084.47,1,0,158,231,1
txn_96282,cust_2108,4613.18,failed,card_declined,credit_card,32,7,104359.68,3261.24,0,0,115,927,1
txn_34074,cust_9222,3619.4,failed,insufficient_funds,debit_card,1,7,3036.86,3036.86,1,0,692,739,1
txn_46901,cust_8422,16699.93,failed,insufficient_funds,upi,5,9,4159.85,831.97,0,0,1,26,1
txn_87707,cust_1012,15214.07,failed,insufficient_funds,debit_card,4,2,12685.92,3171.48,0,0,387,606,1
txn_13543,cust_2438,18388.9,failed,network_error,debit_card,15,2,20659.649999999998,1377.31,0,0,109,212,1
txn_24591,cust_6720,2313.49,failed,insufficient_funds,upi,39,2,6942.389999999999,178.01,1,0,507,649,0
txn_84531,cust_2550,2461.18,failed,insufficient_funds,credit_card,23,2,16590.59,721.33,2,1,60,330,1
txn_97580,cust_7617,18983.76,failed,insufficient_funds,debit_card,20,1,48505.4,2425.27,2,0,142,153,1
txn_83396,cust_6906,12349.92,failed,card_declined,debit_card,32,7,90096.64,2815.52,0,0,701,750,1
txn_18804,cust_8799,13217.66,failed,card_declined,netbanking,20,1,5445.599999999999,272.28,2,1,16,344,1
txn_38400,cust_3850,16825.43,failed,insufficient_funds,credit_card,40,6,93722.0,2343.05,0,0,66,288,1
txn_14924,cust_5532,5977.12,failed,card_declined,credit_card,0,5,0.0,0.0,1,0,463,567,0
txn_13782,cust_4253,8845.6,failed,expired_card,credit_card,28,1,74035.08,2644.11,1,1,24,991,0
txn_41007,cust_3072,914.54,failed,insufficient_funds,netbanking,34,8,47556.82,1398.73,1,1,53,137,1
txn_54527,cust_4870,15091.02,failed,expired_card,credit_card,30,5,32504.7,1083.49,0,0,364,527,1
txn_62389,cust_9405,15953.19,failed,network_error,debit_card,1,8,4392.07,4392.07,0,0,274,504,1
txn_30365,cust_1561,12210.0,failed,expired_card,netbanking,43,3,14902.939999999999,346.58,1,1,412,703,1
txn_21434,cust_9212,24890.7,failed,expired_card,debit_card,43,2,158095.09,3676.63,0,0,260,372,1
txn_42376,cust_9712,24664.91,failed,insufficient_funds,credit_card,7,3,10281.32,1468.76,0,0,555,865,1
txn_12765,cust_2541,14061.78,failed,insufficient_funds,credit_card,14,7,36231.86,2587.9900000000002,2,1,156,770,1
txn_52399,cust_6072,19711.48,failed,insufficient_funds,credit_card,23,5,13676.03,594.61,1,1,680,850,1
txn_45863,cust_4285,6123.89,failed,network_error,credit_card,39,7,80822.82,2072.38,1,0,470,668,1
txn_86154,cust_4867,8463.45,failed,card_declined,credit_card,44,5,90849.0,2064.75,2,0,305,618,1
txn_40782,cust_4174,9365.16,failed,insufficient_funds,upi,39,7,73980.66,1896.94,2,1,53,639,1
txn_61153,cust_6609,8905.53,failed,card_declined,debit_card,2,4,1759.76,879.88,2,2,7,197,0
txn_12413,cust_7598,5565.74,failed,expired_card,debit_card,17,9,15593.42,917.26,1,0,78,115,0
txn_68703,cust_4110,8227.29,failed,insufficient_funds,credit_card,27,5,91752.75,3398.25,1,0,138,147,1
txn_23777,cust_6141,21071.33,failed,card_declined,netbanking,39,2,181312.16999999998,4649.03,1,0,225,619,0
txn_88006,cust_1235,19388.29,failed,expired_card,debit_card,43,8,173673.13,4038.9100000000003,2,0,3,6,0
txn_77359,cust_9701,21699.69,failed,card_declined,netbanking,8,8,29988.24,3748.53,1,0,463,610,0
txn_17490,cust_2777,8787.15,failed,insufficient_funds,upi,21,8,4332.93,206.33,2,0,302,302,1
txn_39092,cust_3869,9435.95,failed,insufficient_funds,debit_card,16,1,42701.6,2668.85,1,1,733,748,1
txn_43172,cust_8280,7898.38,failed,insufficient_funds,debit_card,12,1,5711.28,475.94,2,1,8,115,1
txn_83960,cust_1368,10247.05,failed,card_declined,credit_card,24,6,33829.68,1409.57,0,0,56,177,0
txn_90771,cust_5151,22512.79,failed,expired_card,credit_card,30,6,124203.90000000001,4140.13,2,1,75,180,0
txn_97132,cust_4641,24983.44,failed,insufficient_funds,credit_card,38,8,181625.18,4779.61,1,0,333,567,1
txn_66747,cust_9536,6044.11,failed,card_declined,debit_card,26,8,66773.98,2568.23,1,1,201,284,1
txn_38527,cust_8903,16952.71,failed,card_declined,upi,30,5,145276.2,4842.54,2,1,389,621,1
txn_48744,cust_4370,16157.62,failed,network_error,upi,2,7,2941.72,1470.86,1,1,382,480,1
txn_45418,cust_2075,15862.16,failed,insufficient_funds,debit_card,26,8,58732.96,2258.96,1,0,113,238,1
txn_95468,cust_9445,14597.54,failed,authentication_failed,debit_card,7,6,14891.029999999999,2127.29,0,0,105,376,1
txn_95435,cust_4883,21421.47,failed,insufficient_funds,credit_card,47,9,174028.31,3702.73,2,1,634,938,0
txn_54194,cust_5211,8441.83,failed,card_declined,credit_card,17,8,67041.03,3943.59,1,1,756,965,0
txn_65991,cust_1393,12295.72,failed,insufficient_funds,debit_card,4,7,2648.96,662.24,2,0,438,916,1
txn_78274,cust_3835,4995.25,failed,insufficient_funds,netbanking,39,1,16054.349999999999,411.65,1,1,34,886,1
txn_73600,cust_1889,869.77,failed,card_declined,debit_card,24,3,29494.56,1228.94,1,0,44,118,0
txn_13985,cust_5607,21306.63,failed,insufficient_funds,credit_card,35,7,41175.4,1176.44,2,1,70,177,0
txn_37937,cust_1686,18856.52,failed,expired_card,debit_card,20,8,60064.399999999994,3003.22,1,0,64,204,0
txn_96799,cust_5357,12308.69,failed,authentication_failed,credit_card,48,1,146811.84,3058.58,1,0,129,295,1
txn_85379,cust_1292,9327.33,failed,insufficient_funds,credit_card,28,7,13784.68,492.31,1,1,11,209,1
txn_47310,cust_9226,7204.83,failed,card_declined,credit_card,41,5,14613.630000000001,356.43,0,0,396,595,1
txn_66862,cust_8869,18192.71,failed,authentication_failed,credit_card,3,2,14408.82,4802.94,2,0,805,871,1
txn_46370,cust_6755,2046.46,failed,insufficient_funds,upi,10,8,16979.2,1697.92,1,0,103,297,0
txn_25210,cust_4740,11525.55,failed,expired_card,credit_card,36,7,176342.04,4898.39,0,0,127,625,1
txn_58137,cust_4845,11079.55,failed,insufficient_funds,debit_card,0,4,0.0,0.0,0,0,206,340,1
txn_78515,cust_1604,23881.62,failed,insufficient_funds,credit_card,1,7,3414.71,3414.71,1,1,149,153,1
txn_76201,cust_5086,14074.67,failed,insufficient_funds,credit_card,16,5,78021.92,4876.37,1,1,120,228,1
txn_76055,cust_2755,14244.59,failed,network_error,netbanking,21,2,47133.869999999995,2244.47,0,0,13,79,1
txn_82090,cust_9780,8938.43,failed,insufficient_funds,debit_card,48,3,68848.79999999999,1434.3499999999997,1,1,156,627,1
txn_75936,cust_3986,11186.55,failed,card_declined,netbanking,10,9,26641.0,2664.1,1,1,363,448,1
txn_58075,cust_5311,7743.39,failed,network_error,upi,36,6,122286.59999999999,3396.85,1,1,600,749,1
txn_54999,cust_8001,18150.43,failed,insufficient_funds,debit_card,34,1,139738.98,4109.97,1,1,166,246,1
txn_45825,cust_4241,17503.22,failed,card_declined,credit_card,12,2,56934.36,4744.53,0,0,128,801,1
txn_71416,cust_8420,10206.57,failed,expired_card,credit_card,30,6,134527.80000000002,4484.26,2,2,783,811,1
txn_80793,cust_9795,4779.41,failed,network_error,debit_card,17,2,28407.68,1671.04,1,1,84,911,1
txn_57013,cust_8833,1686.2,failed,expired_card,debit_card,0,3,0.0,0.0,0,0,149,376,1
txn_95395,cust_1789,3841.91,failed,insufficient_funds,credit_card,35,5,10642.1,304.06,2,2,208,270,1
txn_39377,cust_3711,13213.11,failed,expired_card,credit_card,34,5,91626.94,2694.91,1,0,42,947,1
txn_65283,cust_3986,19983.77,failed,network_error,debit_card,29,3,53895.340000000004,1858.46,0,0,106,554,1
txn_88199,cust_1669,18647.67,failed,insufficient_funds,credit_card,45,1,180565.65,4012.5699999999997,0,0,356,802,1
txn_34003,cust_1556,12480.06,failed,card_declined,credit_card,42,7,89629.26000000001,2134.03,2,1,239,874,1
txn_96912,cust_7596,22176.68,failed,network_error,upi,16,6,28048.96,1753.06,0,0,125,125,0
txn_42275,cust_1238,152.45,failed,insufficient_funds,debit_card,3,5,8578.53,2859.51,0,0,461,504,1
txn_16849,cust_9023,3614.01,failed,suspected_fraud,upi,38,1,168066.78000000003,4422.81,0,0,441,547,0
txn_82232,cust_3367,14704.33,failed,insufficient_funds,netbanking,40,6,116173.6,2904.34,2,0,60,987,1
txn_97858,cust_5320,15065.57,failed,insufficient_funds,netbanking,28,4,34670.16,1238.22,2,1,36,62,1
txn_55771,cust_5541,10774.29,failed,insufficient_funds,upi,17,7,31272.69,1839.57,2,0,65,541,1
txn_32419,cust_7331,21874.94,failed,authentication_failed,upi,32,2,67533.76,2110.43,1,1,852,944,1
txn_20974,cust_9974,24954.97,failed,insufficient_funds,credit_card,12,3,32682.36,2723.53,2,0,495,866,0
txn_45524,cust_7458,2539.1,failed,insufficient_funds,debit_card,8,2,5930.56,741.32,1,1,387,560,1
txn_62683,cust_8382,13032.07,failed,authentication_failed,netbanking,49,2,19287.87,393.63,1,1,716,838,0
txn_46145,cust_1583,2270.79,failed,card_declined,netbanking,4,2,8049.64,2012.41,1,0,139,558,0
txn_20131,cust_4347,22873.0,failed,insufficient_funds,credit_card,29,9,49933.939999999995,1721.86,2,1,68,154,1
txn_23934,cust_7745,23290.69,failed,authentication_failed,upi,5,9,22784.850000000002,4556.97,2,1,568,753,1
txn_73001,cust_7302,5886.37,failed,insufficient_funds,upi,1,2,2932.55,2932.55,0,0,419,729,1
txn_36708,cust_3846,8440.89,failed,insufficient_funds,credit_card,1,6,1036.42,1036.42,1,1,37,112,0
txn_92249,cust_3024,8076.07,failed,card_declined,netbanking,13,6,8069.88,620.76,0,0,464,843,0
txn_24274,cust_8848,11952.35,failed,network_error,upi,30,8,3537.6,117.92,1,1,281,945,1
txn_78295,cust_9210,992.72,failed,expired_card,credit_card,16,4,64470.08,4029.38,2,0,702,854,0
txn_98031,cust_8844,5054.09,failed,insufficient_funds,credit_card,7,4,31941.63,4563.09,1,0,94,715,0
txn_14947,cust_9627,21952.29,failed,card_declined,debit_card,11,9,38726.05,3520.55,1,1,106,516,1
txn_13346,cust_3873,1383.79,failed,card_declined,credit_card,1,6,1597.68,1597.68,0,0,142,540,1
txn_17310,cust_8251,14179.76,failed,suspected_fraud,credit_card,46,2,59359.780000000006,1290.43,2,2,637,653,1
txn_49994,cust_8631,16948.65,failed,expired_card,netbanking,32,2,49950.08,1560.94,1,0,206,307,0
txn_97502,cust_3877,11796.87,failed,insufficient_funds,debit_card,45,8,191890.34999999998,4264.23,2,0,223,230,1
txn_82723,cust_9853,18042.01,failed,insufficient_funds,credit_card,22,5,48494.38,2204.29,0,0,520,825,1
txn_30460,cust_6295,23675.23,failed,insufficient_funds,credit_card,13,4,38229.23,2940.71,0,0,82,102,0
txn_48374,cust_5144,15556.61,failed,insufficient_funds,credit_card,4,7,13924.52,3481.13,0,0,271,625,1
txn_90758,cust_3916,6069.05,failed,insufficient_funds,credit_card,40,7,122905.59999999999,3072.64,2,2,85,122,1
txn_72363,cust_1012,1878.98,failed,network_error,credit_card,0,2,0.0,0.0,0,0,300,612,0
txn_63911,cust_5512,3848.09,failed,expired_card,credit_card,40,2,199374.4,4984.36,0,0,63,148,0
txn_15912,cust_9459,12669.03,failed,insufficient_funds,netbanking,24,3,88191.6,3674.65,0,0,14,511,1
txn_34722,cust_9808,12120.73,failed,card_declined,credit_card,1,1,2079.48,2079.48,0,0,207,289,1
txn_63517,cust_2195,15863.23,failed,card_declined,credit_card,33,2,28338.09,858.73,2,2,72,72,1
txn_75908,cust_1909,12617.11,failed,insufficient_funds,debit_card,32,1,92747.52,2898.36,2,2,192,736,1
txn_59932,cust_5814,12130.4,failed,expired_card,credit_card,10,6,16182.5,1618.25,0,0,411,600,0
txn_65872,cust_8195,3221.21,failed,insufficient_funds,debit_card,28,2,92560.44,3305.73,2,0,582,766,1
txn_49851,cust_1973,24904.28,failed,insufficient_funds,credit_card,40,7,145902.0,3647.55,0,0,119,135,1
txn_32228,cust_5394,12952.09,failed,authentication_failed,upi,38,7,172769.65999999997,4546.57,0,0,168,393,1
txn_32745,cust_5537,12075.77,failed,insufficient_funds,credit_card,49,2,72768.43,1485.07,1,1,30,574,1
txn_68601,cust_7229,22948.08,failed,insufficient_funds,netbanking,12,3,39784.68,3315.39,0,0,832,905,1
txn_93106,cust_4873,15671.15,failed,network_error,debit_card,32,4,106002.56,3312.58,2,0,118,981,1
txn_67450,cust_7802,7995.38,failed,expired_card,credit_card,33,6,69747.81000000001,2113.57,0,0,435,468,1
txn_38343,cust_4380,3344.28,failed,suspected_fraud,credit_card,12,3,23446.800000000003,1953.9000000000003,2,1,211,253,0
txn_84907,cust_4756,16332.42,failed,card_declined,credit_card,16,4,33709.6,2106.85,0,0,123,925,0
txn_21672,cust_3377,23059.47,failed,card_declined,credit_card,5,8,14217.3,2843.46,0,0,146,433,0
txn_82943,cust_6308,20327.69,failed,card_declined,credit_card,14,8,19585.16,1398.94,2,2,359,819,1
txn_68706,cust_4240,4630.31,failed,insufficient_funds,debit_card,38,8,171851.96,4522.42,2,0,6,287,1
txn_63450,cust_5890,2729.99,failed,insufficient_funds,credit_card,14,6,18905.460000000003,1350.39,0,0,9,47,1
txn_29642,cust_4081,8496.92,failed,card_declined,debit_card,13,9,28948.920000000002,2226.84,1,1,711,951,1
txn_91060,cust_2690,1224.18,failed,expired_card,upi,0,8,0.0,0.0,0,0,257,282,1
txn_72537,cust_5490,9903.88,failed,insufficient_funds,netbanking,47,5,107063.65,2277.95,2,2,70,730,1
txn_67911,cust_5300,18634.39,failed,insufficient_funds,credit_card,46,5,33034.9,718.15,1,1,967,974,1
txn_47361,cust_1713,16513.75,failed,card_declined,upi,46,1,133148.38,2894.53,1,0,571,577,0
txn_58285,cust_2832,21422.48,failed,authentication_failed,netbanking,0,5,0.0,0.0,1,0,1,56,0
txn_43257,cust_1671,24457.72,failed,insufficient_funds,debit_card,49,2,197369.06,4027.94,0,0,366,413,1
txn_97483,cust_5939,22847.5,failed,network_error,credit_card,16,2,13474.24,842.14,1,0,417,964,1
txn_84519,cust_1246,24734.27,failed,insufficient_funds,debit_card,23,8,100083.12,4351.44,0,0,61,65,1
txn_46382,cust_3108,4769.01,failed,card_declined,credit_card,34,5,16845.98,495.46999999999997,0,0,202,237,0
txn_37610,cust_8939,4916.62,failed,authentication_failed,credit_card,35,6,122497.54999999999,3499.93,2,0,493,980,0
txn_11509,cust_4810,11796.09,failed,expired_card,netbanking,45,1,7480.349999999999,166.23,0,0,147,549,0
txn_66985,cust_3732,4967.8,failed,network_error,upi,43,4,86491.06,2011.4199999999998,1,0,168,449,1
txn_88287,cust_7604,22527.65,failed,expired_card,debit_card,41,9,56942.03,1388.83,2,1,141,427,1
txn_45794,cust_1904,10803.03,failed,insufficient_funds,netbanking,1,2,3132.78,3132.78,2,0,462,599,0
txn_10765,cust_2440,10624.01,failed,expired_card,credit_card,45,5,18084.6,401.88,2,0,123,126,1
txn_10840,cust_4888,1686.74,failed,expired_card,debit_card,4,4,10458.12,2614.53,2,1,216,886,1
txn_62134,cust_9848,10633.42,failed,card_declined,credit_card,18,5,62473.68000000001,3470.76,2,2,300,533,1
txn_36855,cust_5927,11124.21,failed,insufficient_funds,debit_card,3,1,11093.16,3697.72,1,0,184,628,0
txn_94258,cust_3176,4625.96,failed,card_declined,upi,2,3,2264.92,1132.46,0,0,417,513,0
txn_81437,cust_5483,18852.57,failed,authentication_failed,upi,20,9,27090.0,1354.5,0,0,229,471,0
txn_99314,cust_6241,16940.57,failed,card_declined,credit_card,2,1,9615.0,4807.5,1,0,686,759,0
txn_50077,cust_7000,22541.1,failed,card_declined,upi,37,7,64280.1,1737.3,0,0,325,396,0
txn_91007,cust_5175,9986.34,failed,card_declined,debit_card,40,3,22638.4,565.96,1,0,28,74,1
txn_49159,cust_4041,24037.37,failed,card_declined,upi,21,7,60699.66,2890.46,1,1,312,920,0
txn_34188,cust_7107,16735.39,failed,card_declined,upi,4,6,11313.64,2828.41,1,0,772,929,0
txn_76720,cust_7655,23264.69,failed,network_error,netbanking,25,7,62317.99999999999,2492.72,2,1,12,503,1
txn_78226,cust_3888,8148.99,failed,expired_card,debit_card,23,2,42291.02,1838.7399999999998,2,1,481,528,1
txn_92630,cust_1897,6842.4,failed,insufficient_funds,upi,10,1,42181.7,4218.17,0,0,167,918,1
txn_49384,cust_6640,21878.69,failed,suspected_fraud,debit_card,41,6,96306.95,2348.95,0,0,486,745,1
txn_14535,cust_6969,16566.15,failed,card_declined,debit_card,32,4,86081.92,2690.06,1,1,472,493,1
txn_43822,cust_4872,12532.61,failed,network_error,netbanking,37,6,20752.93,560.89,1,0,10,544,1
txn_82154,cust_4773,23316.78,failed,card_declined,debit_card,47,3,95516.69,2032.27,0,0,9,97,1
txn_21179,cust_5368,16894.49,failed,card_declined,upi,32,1,72874.56,2277.33,0,0,55,123,1
txn_83489,cust_8759,24939.69,failed,network_error,upi,2,9,7401.54,3700.77,2,2,82,136,0
txn_64816,cust_8262,22865.32,failed,network_error,upi,46,6,186215.36,4048.16,1,0,437,848,1
txn_12597,cust_4231,11848.34,failed,insufficient_funds,debit_card,16,5,77743.68,4858.98,0,0,269,588,0
txn_52722,cust_7312,8714.83,failed,expired_card,credit_card,40,2,180630.80000000002,4515.77,2,2,100,393,1
txn_79165,cust_3273,24590.75,failed,expired_card,credit_card,49,7,138637.16999999998,2829.3299999999995,1,0,553,606,0
txn_25588,cust_8807,4159.71,failed,expired_card,debit_card,48,9,166015.68,3458.66,1,0,123,612,0
txn_93591,cust_2868,18822.61,failed,suspected_fraud,upi,30,9,97414.79999999999,3247.1599999999994,2,2,728,973,1
txn_47405,cust_7212,8969.96,failed,insufficient_funds,debit_card,9,5,15996.960000000001,1777.44,0,0,288,834,1
txn_13271,cust_5717,13218.91,failed,card_declined,debit_card,32,5,14734.72,460.46,2,2,67,415,1
txn_68382,cust_3210,12086.47,failed,insufficient_funds,upi,42,1,131964.42,3142.01,0,0,330,331,1
txn_96158,cust_6266,3214.76,failed,card_declined,upi,35,1,51049.95,1458.57,0,0,517,720,0
txn_30054,cust_8770,8914.48,failed,insufficient_funds,credit_card,3,3,533.04,177.67999999999998,0,0,53,687,1
txn_52299,cust_1502,7022.76,failed,card_declined,credit_card,26,6,120102.06000000001,4619.31,0,0,189,279,1
txn_23435,cust_2329,23274.28,failed,insufficient_funds,upi,1,8,368.46,368.46,2,2,721,989,0
txn_43979,cust_7250,13210.04,failed,insufficient_funds,credit_card,1,6,2862.95,2862.95,1,0,403,858,0
txn_50983,cust_6901,15113.69,failed,insufficient_funds,upi,31,2,94153.51,3037.21,0,0,492,632,1
